ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
1,0.923152453755,TP,2,1,2,12,-99,-99,12,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
2,0.672927276708,TP,3,1,7,11,12,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
3,0.925201543219,TP,3,2,1,10,11,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
4,0.902565713621,TP,3,2,7,11,12,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
5,0.886155726483,TP,3,2,1,10,11,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
6,0.826063136249,TP,2,1,11,12,-99,-99,12,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
7,0.811943032933,TP,3,2,1,11,12,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
8,0.6969281919,TP,0,1,-99,-99,-99,-99,11,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
9,0.734483674048,TP,4,1,2,5,7,11,11,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
10,0.896861668795,TP,3,2,2,11,12,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
11,0.693506961902,TP,4,1,7,10,11,12,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
12,0.94866291208,TP,3,3,1,2,11,-99,3,11,12,-99,-99,2.0,2.0,1.0,-99,-99,
13,0.867138939023,TP,4,2,7,10,11,12,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
14,0.793958755025,TP,2,1,2,12,-99,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
15,0.981269633822,TP,2,0,2,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
16,0.930264940461,TP,3,2,1,2,11,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
17,0.981178327552,TP,3,0,1,2,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
18,0.737828380898,TP,2,1,2,12,-99,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
19,0.674906470471,TP,4,1,7,10,11,12,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
20,0.881972956005,TP,2,0,2,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
21,0.317613922853,FN,4,2,1,2,10,12,2,10,-99,-99,-99,1.0,1.0,-99,-99,-99,
22,0.911253672963,TP,3,2,7,11,12,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
23,0.809489728168,TP,3,2,7,11,12,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
24,0.737895109656,TP,3,1,2,11,12,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
25,0.755416319723,TP,2,1,2,7,-99,-99,11,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
26,0.769802465731,TP,4,1,1,7,10,12,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
27,0.907887613963,TP,3,2,2,11,12,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
28,0.841465613991,TP,3,2,2,11,12,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
29,0.936009231666,TP,4,0,1,2,7,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
30,0.73774991675,TP,3,1,2,11,12,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
31,0.934419904352,TP,3,4,1,7,12,-99,3,9,11,12,-99,1.0,2.0,1.0,1.0,-99,
32,0.418621102937,FN,4,1,1,2,4,12,2,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
33,0.897550161432,TP,3,2,7,11,12,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
34,0.490337576549,FN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
35,0.627634766525,TP,2,1,2,12,-99,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
36,0.767947563918,TP,3,1,1,2,11,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
37,0.985722540713,TP,3,0,1,2,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
38,0.567957387117,TP,0,1,-99,-99,-99,-99,11,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
39,0.944872213535,TP,3,3,1,2,11,-99,4,11,12,-99,-99,1.0,2.0,1.0,-99,-99,
40,0.92534212892,TP,3,2,1,2,11,-99,11,12,-99,-99,-99,2.0,1.0,-99,-99,-99,
41,0.819523029554,TP,3,2,1,2,10,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
42,0.794597757507,TP,3,2,7,11,12,-99,11,12,-99,-99,-99,1.0,1.0,-99,-99,-99,
43,0.317722680721,FN,0,2,-99,-99,-99,-99,2,10,-99,-99,-99,1.0,1.0,-99,-99,-99,
44,0.733437745462,TP,3,1,1,11,12,-99,12,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
