ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
1,0.999986485314265,TP,1,0,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
2,0.9471075714045774,TP,2,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
3,0.31788552997602426,FN,0,1,-99,-99,-99,-99,6,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
4,0.7383294900417283,TP,2,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
5,0.10530774798036631,TN,0,3,-99,-99,-99,-99,3,6,7,-99,-99,1.0,1.0,1.0,-99,-99,
6,0.9911428364576078,TP,1,0,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
7,0.6300244626966383,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
8,0.0661390882241073,TN,3,3,1,3,6,-99,1,3,7,-99,-99,4.0,2.0,1.0,-99,-99,
9,0.009262223824470579,TN,2,5,1,6,-99,-99,1,3,5,6,7,1.0,3.0,1.0,1.0,1.0,
10,0.6203158484411776,FP,2,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
11,0.7636827468470707,FP,4,0,1,3,6,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
12,0.9738779233553647,TP,2,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
13,0.9810813678009868,TP,2,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
14,0.24424595478844272,TN,3,1,1,5,6,-99,6,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
15,0.21964325531836154,TN,0,1,-99,-99,-99,-99,6,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
16,0.23625015123031046,TN,0,1,-99,-99,-99,-99,6,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
17,0.5702026673866643,FP,4,0,1,3,4,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
18,0.41163748424759583,TN,0,1,-99,-99,-99,-99,6,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
