ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
1,0.2312255880598205,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
2,0.2384930181181582,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
3,0.2765627877022798,TN,3,1,1,6,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
4,0.5807841553895601,TP,2,1,0,1,-99,-99,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
5,0.2312255880598205,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
6,0.24716862371638115,TN,3,1,0,1,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
7,0.21448820839055344,TN,3,1,1,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
8,0.41735956681202163,FN,4,1,0,1,9,10,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
9,0.3986407476951478,FN,4,1,0,1,9,10,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
10,0.43325104325876196,TN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
11,0.16468339309453653,TN,3,1,1,6,10,-99,10,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
12,0.43325104325876196,TN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
13,0.25016386052815204,TN,3,1,0,1,10,-99,10,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
14,0.7515346441189321,FP,1,0,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
15,0.25598316306269,TN,2,1,6,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
16,0.269821958332272,TN,2,1,6,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
17,0.6379897538702121,TP,3,1,1,5,10,-99,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
18,0.5100973420882102,FP,2,0,1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
19,0.18398017451724524,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
20,0.46085081961385116,FN,3,1,4,6,10,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
21,0.4870150105954315,FN,3,1,6,9,10,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
22,0.39426618568378696,TN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
23,0.5960632854919009,FP,4,1,1,6,8,9,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
24,0.2705270481991176,TN,3,1,6,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
25,0.5056538623571256,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
26,0.3649782480437049,TN,3,1,0,9,10,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
27,0.44811667851733883,TN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
28,0.5960632854919009,FP,4,1,1,6,8,9,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
29,0.22155794724328645,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
30,0.43382185158204445,FN,4,1,0,1,9,10,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
31,0.21452325416458712,TN,4,1,1,6,9,10,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
32,0.49392879032884224,FN,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
33,0.20243240138075025,TN,3,2,1,6,10,-99,0,10,-99,-99,-99,4.0,2.0,-99,-99,-99,
34,0.2083273753243624,FN,3,1,0,6,10,-99,10,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
35,0.22503408583804377,TN,3,1,0,6,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
36,0.3280294426163111,FN,3,1,1,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
37,0.591968904454214,TP,4,0,2,6,8,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
38,0.6038325231451027,TP,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
39,0.05798075382007507,TN,2,2,0,1,-99,-99,5,10,-99,-99,-99,3.0,4.0,-99,-99,-99,
40,0.5,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
41,0.5,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
42,0.21305903788234193,TN,3,1,1,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
43,0.6740513348125046,TP,4,0,1,6,9,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
44,0.8030613046835183,FP,2,1,6,9,-99,-99,10,-99,-99,-99,-99,-2.0,-99,-99,-99,-99,
45,0.2746900170434526,TN,3,1,0,1,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
46,0.8099393211378471,FP,1,0,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
47,0.04316804173506477,TN,2,2,1,10,-99,-99,0,10,-99,-99,-99,4.0,3.0,-99,-99,-99,
48,0.42223252058958294,TN,4,1,2,5,6,10,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
49,0.32998106123050475,TN,3,1,0,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
50,0.14345763906147926,TN,2,1,6,10,-99,-99,10,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
51,0.30968771945617063,TN,2,1,1,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
52,0.4104374469964306,FN,3,1,0,9,10,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
53,0.4263664660068604,FN,3,1,0,9,10,-99,10,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
54,0.2366491486895189,TN,2,1,6,10,-99,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
55,0.5187090954627572,TP,0,1,-99,-99,-99,-99,10,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
56,0.31226835267899183,TN,3,1,1,9,10,-99,10,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
57,0.5167349504145695,FP,3,0,0,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
