1,0,TN,2.3635566234588623,-0.10518234223127365
10,0,TN,-24.474294662475586,-13.134088516235352
12,0,TN,-24.45271110534668,-13.139403343200684
14,0,TN,-15.974528312683105,-15.353239059448242
36,0,TN,3.4084243774414062,0.6196705102920532
40,0,TN,-24.51401138305664,-13.123176574707031
45,0,TN,-24.452533721923828,-13.139116287231445
61,0,TN,-10.78557300567627,-17.866722106933594
91,0,TN,-24.452733993530273,-13.139415740966797
93,0,TN,-10.865126609802246,-17.33638572692871
98,0,TN,-10.589346885681152,-17.832496643066406
109,0,TN,-10.521076202392578,-17.385427474975586
116,0,TN,-15.974431037902832,-15.35307788848877
117,0,TN,3.4084243774414062,0.6196705102920532
132,0,TN,-18.5329647064209,-14.510843276977539
144,0,TN,-18.533477783203125,-14.510920524597168
163,0,TN,-11.008511543273926,-17.57005500793457
168,0,TN,-24.452524185180664,-13.139111518859863
182,0,TN,3.4084243774414062,0.6196705102920532
193,0,TN,-12.06480884552002,-17.018882751464844
195,0,TN,3.4084243774414062,0.6196705102920532
200,0,TN,-24.452594757080078,-13.139477729797363
216,0,TN,-24.474294662475586,-13.134088516235352
217,0,TN,-10.865126609802246,-17.33638572692871
220,0,TN,-24.452726364135742,-13.139418601989746
231,0,TN,-15.974480628967285,-15.353087425231934
241,0,TN,3.4084243774414062,0.6196705102920532
251,0,TN,-24.45270538330078,-13.139398574829102
263,0,TN,27.539155960083008,15.634613037109375
281,0,TN,2.363563299179077,-0.10517960786819458
289,0,TN,-24.452713012695312,-13.139404296875
299,0,TN,-10.789212226867676,-17.866207122802734
309,0,TN,-24.452707290649414,-13.139404296875
315,0,TN,-11.008516311645508,-17.570104598999023
324,0,TN,-24.452516555786133,-13.139137268066406
325,0,TN,-9.493012428283691,-18.26963996887207
330,0,TN,-9.493012428283691,-18.26963996887207
336,0,TN,-18.533428192138672,-14.510453224182129
348,0,TN,-18.532922744750977,-14.510937690734863
352,0,TN,-18.533241271972656,-14.510860443115234
354,0,TN,-24.452707290649414,-13.139404296875
358,0,TN,-24.452726364135742,-13.139418601989746
360,0,TN,-24.452741622924805,-13.139415740966797
363,0,TN,-24.452594757080078,-13.139472007751465
365,0,TN,2.1550028324127197,0.40539810061454773
368,0,TN,-10.865126609802246,-17.33638572692871
370,0,TN,-24.452735900878906,-13.139410972595215
374,0,TN,2.363694190979004,-0.10530336201190948
382,0,TN,-10.674337387084961,-16.170093536376953
387,0,TN,-10.800503730773926,-17.863689422607422
394,0,TN,-24.452726364135742,-13.139418601989746
430,0,TN,-10.589306831359863,-17.832473754882812
454,0,TN,-18.532852172851562,-14.510997772216797
457,0,TN,2.3634746074676514,-0.10503119975328445
463,0,TN,-24.452592849731445,-13.139471054077148
464,0,TN,-24.45256805419922,-13.139409065246582
483,0,TN,-24.45271110534668,-13.139403343200684
491,0,TN,-24.452516555786133,-13.139137268066406
512,0,TN,-24.452716827392578,-13.139439582824707
521,0,TN,-10.674337387084961,-16.170093536376953
527,0,TN,2.3635566234588623,-0.10518234223127365
534,0,TN,2.1553242206573486,0.4061327576637268
542,0,TN,-24.51401138305664,-13.123175621032715
543,0,TN,-24.530254364013672,-13.119842529296875
554,0,TN,-18.53321647644043,-14.511200904846191
562,0,TN,-24.452699661254883,-13.13940143585205
566,0,TN,-16.351173400878906,-15.192731857299805
570,0,TN,-24.452707290649414,-13.139404296875
575,0,TN,-11.008511543273926,-17.57005500793457
581,0,TN,-24.452598571777344,-13.139467239379883
593,0,TN,-11.008509635925293,-17.570053100585938
604,0,TN,-18.533292770385742,-14.510940551757812
608,0,TN,-10.865126609802246,-17.33638572692871
614,0,TN,-15.9745512008667,-15.352621078491211
616,0,TN,-9.713882446289062,-16.50542449951172
626,0,TN,-24.452707290649414,-13.139404296875
627,0,TN,2.363398790359497,-0.10502894967794418
628,0,TN,-24.452735900878906,-13.139410972595215
633,0,TN,-11.003321647644043,-17.645009994506836
639,0,TN,-10.86512565612793,-17.336387634277344
643,0,TN,-10.444625854492188,-17.520830154418945
652,0,TN,-11.00910472869873,-17.607872009277344
654,0,TN,-24.452533721923828,-13.139116287231445
658,0,TN,-18.533058166503906,-14.510720252990723
661,0,TN,-10.727558135986328,-17.869300842285156
666,0,TN,2.155003070831299,0.40539875626564026
677,0,TN,2.363443613052368,-0.1050940528512001
680,0,TN,2.3637726306915283,-0.10551334172487259
691,0,TN,-9.493012428283691,-18.26963996887207
698,0,TN,-9.493012428283691,-18.26963996887207
703,0,TN,2.15516996383667,0.4058034121990204
705,0,TN,-10.79488468170166,-17.86444664001465
709,0,TN,-10.521080017089844,-17.385425567626953
723,0,TN,-9.493012428283691,-18.26963996887207
729,0,TN,-15.974382400512695,-15.353046417236328
750,0,TN,2.1550796031951904,0.40659746527671814
760,0,TN,-24.45256805419922,-13.139409065246582
762,0,TN,-24.452713012695312,-13.139404296875
774,0,FP,27.539138793945312,15.635211944580078
780,0,TN,-18.533340454101562,-14.510818481445312
784,0,TN,-24.452735900878906,-13.139410972595215
788,0,TN,-10.606805801391602,-17.84152603149414
794,0,TN,27.53920555114746,15.635220527648926
795,0,TN,-24.51401138305664,-13.123175621032715
797,0,TN,-24.452592849731445,-13.139481544494629
801,0,TN,-24.452726364135742,-13.139418601989746
